key,name,pos,team,bye,std,half_ppr,ppr,pass_tds,kick_40_49,kick_20_29,df_ints,pass_yds,rush_yds,rush_tds,kick_50,pass_ints,df_tds,kick_0_19,two_pts,df_safeties,df_sacks,df_fumbles,kick_extra_points,fumbles,df_points_allowed_per_game,receptions,reception_tds,reception_yds,kick_30_39
sanders_RB_CLE,Raheim Sanders,RB,CLE,,837,837,839,,,,,,10.4,0.0,,,,,,,,,,0.0,,0.6,0.0,6.1,
sanders_TE_CAR,Ja'Tavion Sanders,TE,CAR,,839,839,841,,,,,,,,,,,,,,,,,0.0,,1.4,0.1,11.3,
santos_K_CHI,Cairo Santos,K,CHI,,840,840,842,,0.7,0.3,,,,,0.1,,,0.0,,,,,1.9,,,,,,0.3
saubert_TE_SEA,Eric Saubert,TE,SEA,,842,842,844,,,,,,0.0,0.0,,,,,,,,,,,,1.0,0.0,6.0,
saylors_RB_DET,Jacob Saylors,RB,DET,,844,844,846,,,,,,9.1,0.1,,,,,,,,,,0.0,,0.4,0.0,4.2,
schoonmaker_TE_DAL,Luke Schoonmaker,TE,DAL,,845,845,847,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.4,0.0,5.8,
schultz_TE_HOU,Dalton Schultz,TE,HOU,,847,847,849,,,,,,,,,,,,,,,,,0.0,,5.5,0.3,60.9,
shakir_WR_BUF,Khalil Shakir,WR,BUF,,855,855,856,,,,,,0.3,0.0,,,,,,,,,,0.0,,3.8,0.3,39.0,
sharp_TE_TB,Bauer Sharp,TE,TB,,856,856,857,,,,,,,,,,,,,,,,,0.0,,0.6,0.0,5.4,
shipley_RB_PHI,Will Shipley,RB,PHI,,861,861,862,,,,,,7.6,0.0,,,,,,,,,,0.0,,0.4,0.0,2.5,
shrader_K_IND,Spencer Shrader,K,IND,,864,864,864,,0.8,0.4,,,,,0.2,,,0.0,,,,,2.0,,,,,,0.5
simpson_QB_LAR,Ty Simpson,QB,LAR,,868,868,868,0.1,,,,22.2,1.9,0.0,,0.1,,,,,,,,0.0,,,,,
singletary_RB_NYG,Devin Singletary,RB,NYG,,871,871,871,,,,,,15.6,0.0,,,,,,,,,,0.0,,1.3,0.0,8.0,
singleton_RB_TEN,Nicholas Singleton,RB,TEN,,872,872,872,,,,,,9.2,0.0,,,,,,,,,,0.0,,0.0,0.0,0.6,
sinnott_TE_WSH,Ben Sinnott,TE,WSH,,873,873,873,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.4,0.0,12.8,
slye_K_TEN,Joey Slye,K,TEN,,878,878,878,,0.4,0.3,,,,,0.3,,,0.0,,,,,1.9,,,,,,0.5
smack_K_GB,Trey Smack,K,GB,,879,879,879,,0.6,0.6,,,,,0.2,,,0.0,,,,,2.5,,,,,,0.6
smith_QB_NYJ,Geno Smith,QB,NYJ,,883,883,883,1.2,,,,212.5,14.0,0.0,,1.0,,,,,,,,0.0,,,,,
smith_RB_KC,Brashard Smith,RB,KC,,884,884,884,,,,,,3.7,0.0,,,,,,,,,,0.0,,0.5,0.0,3.4,
smith_TE_GB,Jonnu Smith,TE,GB,,885,885,885,,,,,,,,,,,,,,,,,0.0,,2.1,0.2,21.7,
smith_WR_LAR,Xavier Smith,WR,LAR,,888,888,888,,,,,,0.0,0.0,,,,,,,,,,,,2.0,0.0,19.0,
smythe_TE_BAL,Durham Smythe,TE,BAL,,894,894,894,,,,,,,,,,,,,,,,,0.0,,1.4,0.1,14.4,
spannford_TE_DAL,Brevyn Spann-Ford,TE,DAL,,897,897,897,,,,,,,,,,,,,,,,,0.0,,0.7,0.0,6.4,
spears_RB_TEN,Tyjae Spears,RB,TEN,,898,898,898,,,,,,27.4,0.2,,,,,,,,,,0.0,,2.9,0.0,20.3,
stevens_K_WSH,Drew Stevens,K,WSH,,900,900,900,,0.6,0.3,,,,,0.0,,,0.0,,,,,1.6,,,,,,0.3
stidham_QB_DEN,Jarrett Stidham,QB,DEN,,902,902,902,0.1,,,,7.8,1.1,0.0,,0.0,,,,,,,,0.0,,,,,
stover_TE_HOU,Cade Stover,TE,HOU,,904,904,904,,,,,,,,,,,,,,,,,0.0,,0.9,0.1,8.0,
strange_TE_JAX,Brenton Strange,TE,JAX,,906,906,906,,,,,,0.0,0.0,,,,,,,,,,0.0,,3.2,0.2,33.6,
stroud_QB_HOU,C.J. Stroud,QB,HOU,,908,908,908,1.2,,,,252.5,15.0,0.0,,0.8,,,,,,,,0.3,,,,,
szmyt_K_CLE,Andre Szmyt,K,CLE,,910,910,910,,0.6,0.3,,,,,0.2,,,0.0,,,,,2.1,,,,,,0.6
tagovailoa_QB_ATL,Tua Tagovailoa,QB,ATL,,911,911,911,0.1,,,,7.6,1.1,0.0,,0.0,,,,,,,,0.0,,,,,
taylor_QB_GB,Tyrod Taylor,QB,GB,,914,914,914,0.1,,,,9.4,1.1,0.0,,0.0,,,,,,,,0.0,,,,,
team_DST_WSH,Team,DST,WSH,,919,919,919,,,,0.7,,,,,,0.1,,,0.0,2.3,0.5,,0.5,26.6,,,,
teslaa_WR_DET,Isaac TeSlaa,WR,DET,,920,920,920,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.8,0.2,23.3,
thomas_TE_LV,Ian Thomas,TE,LV,,922,922,922,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.3,0.0,3.6,
thornton_WR_KC,Tyquan Thornton,WR,KC,,926,926,926,,,,,,0.0,0.0,,,,,,,,,,0.0,,2.0,0.1,34.8,
titans_DST_TEN,Titans,DST,TEN,,932,932,932,,,,1.1,,,,,,0.2,,,0.0,3.4,0.6,,0.6,21.7,,,,
tracy_RB_NYG,Tyrone Tracy Jr.,RB,NYG,,938,938,938,,,,,,8.6,0.0,,,,,,,,,,0.0,,0.1,0.0,0.9,
traore_TE_MIA,Seydou Traore,TE,MIA,,940,940,940,,,,,,,,,,,,,,,,,0.0,,0.5,0.0,4.8,
trautman_TE_DEN,Adam Trautman,TE,DEN,,942,942,942,,,,,,,,,,,,,,,,,0.0,,1.5,0.1,15.1,
treadwell_WR_IND,Laquon Treadwell,WR,IND,,943,943,943,,,,,,0.1,0.0,,,,,,,,,,0.0,,2.0,0.0,30.2,
tremble_TE_CAR,Tommy Tremble,TE,CAR,,945,945,945,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.6,0.0,15.0,
trubisky_QB_TEN,Mitch Trubisky,QB,TEN,,947,947,947,0.1,,,,7.2,0.8,0.0,,0.0,,,,,,,,0.0,,,,,
tucker_RB_TB,Sean Tucker,RB,TB,,948,948,948,,,,,,7.6,0.1,,,,,,,,,,0.0,,0.1,0.0,0.3,
tucker_WR_LV,Tre Tucker,WR,LV,,949,949,949,,,,,,2.0,0.0,,,,,,,,,,0.0,,3.7,0.3,49.1,
vaki_RB_DET,Sione Vaki,RB,DET,,956,956,956,,,,,,13.6,0.0,,,,,,,,,,0.0,,0.6,0.0,4.3,
valdesscantling_WR_LAC,Marquez Valdes-Scantling,WR,LAC,,957,957,957,,,,,,0.0,0.0,,,,,,,,,,,,1.0,0.0,8.0,
vele_WR_NO,Devaughn Vele,WR,NO,,962,962,962,,,,,,0.0,0.0,,,,,,,,,,0.0,,4.0,0.2,48.0,
vidal_RB_LAC,Kimani Vidal,RB,LAC,,963,963,963,,,,,,5.2,0.0,,,,,,,,,,0.0,,0.0,0.0,1.4,
vikings_DST_MIN,Vikings,DST,MIN,,964,964,964,,,,0.8,,,,,,0.2,,,0.1,3.8,1.0,,1.0,21.2,,,,
walker_WR_BAL,Devontez Walker,WR,BAL,,970,970,970,,,,,,0.1,0.0,,,,,,,,,,0.0,,1.4,0.1,28.8,
walker_WR_CHI,Jahdae Walker,WR,CHI,,971,971,971,,,,,,0.3,0.0,,,,,,,,,,0.0,,1.5,0.2,18.5,
waller_TE_CAR,Darren Waller,TE,CAR,,973,973,973,,,,,,,,,,,,,,,,,0.0,,2.4,0.4,25.0,
ward_QB_TEN,Cam Ward,QB,TEN,,975,975,975,1.2,,,,212.5,12.9,0.1,,0.8,,,,,,,,0.3,,,,,
warren_RB_PIT,Jaylen Warren,RB,PIT,,977,977,977,,,,,,71.2,0.2,,,,,,,,,,0.1,,2.8,0.0,21.6,
washington_TE_PIT,Darnell Washington,TE,PIT,,980,980,980,,,,,,0.0,0.0,,,,,,,,,,0.0,,2.0,0.0,18.8,
washington_WR_MIA,Malik Washington,WR,MIA,,982,982,982,,,,,,3.1,0.0,,,,,,,,,,0.2,,3.7,0.2,30.4,
watkins_WR_SF,Jordan Watkins,WR,SF,,984,984,984,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,5.0,
watson_QB_CLE,Deshaun Watson,QB,CLE,,985,985,985,1.2,,,,210.5,30.2,0.1,,1.0,,,,,,,,0.2,,,,,
wentz_QB_MIN,Carson Wentz,QB,MIN,,994,994,994,0.1,,,,8.1,1.0,0.0,,0.0,,,,,,,,0.0,,,,,
wester_WR_BAL,LaJohntay Wester,WR,BAL,,996,996,996,,,,,,0.0,0.0,,,,,,,,,,,,1.0,0.0,17.0,
whiteheart_TE_CLE,Blake Whiteheart,TE,CLE,,1003,1003,1003,,,,,,,,,,,,,,,,,0.0,,0.6,0.1,6.5,
whyle_TE_GB,Josh Whyle,TE,GB,,1005,1005,1005,,,,,,,,,,,,,,,,,0.0,,0.6,0.1,5.4,
wicks_WR_PHI,Dontayvion Wicks,WR,PHI,,1007,1007,1007,,,,,,0.3,0.0,,,,,,,,,,0.0,,2.8,0.3,40.4,
wiley_TE_KC,Jared Wiley,TE,KC,,1008,1008,1008,,,,,,,,,,,,,,,,,0.0,,0.8,0.1,7.1,
williams_WR_DET,Jameson Williams,WR,DET,,1013,1013,1013,,,,,,2.0,0.0,,,,,,,,,,0.0,,3.7,0.4,61.1,
williams_WR_NE,Kyle Williams,WR,NE,,1017,1017,1017,,,,,,1.0,0.0,,,,,,,,,,,,2.0,0.0,25.0,
williams_WR_WSH,Antonio Williams,WR,WSH,,1019,1019,1019,,,,,,0.4,0.0,,,,,,,,,,0.1,,2.6,0.1,30.6,
willis_QB_MIA,Malik Willis,QB,MIA,,1021,1021,1021,1.0,,,,199.5,33.8,0.1,,1.0,,,,,,,,0.3,,,,,
wilson_RB_SEA,Emanuel Wilson,RB,SEA,,1028,1028,1028,,,,,,40.1,0.2,,,,,,,,,,0.0,,0.8,0.0,5.4,
wilson_WR_PIT,Roman Wilson,WR,PIT,,1032,1032,1032,,,,,,0.1,0.0,,,,,,,,,,0.1,,2.2,0.2,24.1,
winston_QB_NYG,Jameis Winston,QB,NYG,,1033,1033,1033,1.2,,,,212.5,9.9,0.1,,1.0,,,,,,,,0.2,,,,,
woerner_TE_ATL,Charlie Woerner,TE,ATL,,1034,1034,1034,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.7,0.0,7.1,
woods_TE_NYJ,Jelani Woods,TE,NYJ,,1036,1036,1036,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.6,0.0,5.0,
wright_TE_DET,Brock Wright,TE,DET,,1042,1042,1042,,,,,,0.0,0.0,,,,,,,,,,0.0,,1.3,0.1,10.2,
yankoff_TE_WSH,Colson Yankoff,TE,WSH,,1043,1043,1043,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.2,0.0,3.3,
young_QB_CAR,Bryce Young,QB,CAR,,1045,1045,1045,1.9,,,,219.5,15.2,0.1,,0.8,,,,,,,,0.1,,,,,
young_WR_LV,Dareke Young,WR,LV,,1046,1046,1046,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,5.0,
zaccheaus_WR_ATL,Olamide Zaccheaus,WR,ATL,,1049,1049,1049,,,,,,0.2,0.0,,,,,,,,,,0.0,,2.2,0.0,17.6,
zvada_K_NYG,Dominic Zvada,K,NYG,,1052,1052,1052,,0.7,0.4,,,,,0.1,,,0.0,,,,,2.2,,,,,,0.4
